a_nr;a_stock
10319687;0
10319764;0
10319889;0
10319951;0
10320090;0
10320188;0
10320238;0
17320310;0
17320434;0
17320536;0
17320609;0
10320702;0
10320804;0
10320903;0
10321008;33
10321156;13
10321236;0
10321310;21
10321401;0
10321502;0
10321604;0
10321702;0
10321801;0
10321908;0
10322004;0
10322103;0
10322244;0
10322305;0
10322434;0
10322510;0
10322636;0
10322709;0
10322802;0
10322904;0
10323003;0
10323108;0
10323256;0
10323336;0
10323410;0
10323502;0
10323601;0
10323708;0
10323804;0
10323903;0
10324044;0
10324105;0
10324234;0
10324310;0
10324436;0
10324509;0
10324602;0
10324704;0
10324803;0
10324908;0
10325056;0
10325136;0
10325210;0
10325302;0
10325401;0
10325502;0
10325601;0
10325702;46
10325801;39
10325908;12
10326003;20
10326144;0
10326204;15
10326305;0
10326434;8
10326510;0
10326636;7
10326709;10
10326802;0
10326904;12
10327003;0
10327108;23
10327256;0
10327336;0
10327410;0
10327502;12
10327601;39
11327740;0
11327801;0
11327902;0
11328040;0
11328101;0
11328202;0
11328308;0
11328446;0
11328540;0
11328601;0
11328702;0
11328808;0
11328940;0
11329001;0
11329102;0
11329208;0
11329340;0
11329401;0
11329502;0
11329608;0
11329740;0
10329802;0
10329902;0
10330001;41
10330101;53
15330203;0
15330303;0
15330526;0
11330634;0
11330757;0
11330834;0
11330957;0
11331046;0
11331146;0
11331246;0
11331346;0
11331446;0
11331546;0
11331646;0
11331746;0
11331846;0
11331946;0
11332046;0
11332146;0
11332246;0
13332335;100
13332435;0
11332546;8
11332646;0
11332746;16
11332846;0
11332946;8
11333046;12
11333146;0
11333246;0
10333302;0
10333401;0
10333508;0
10333604;0
10333703;0
10333844;0
10333902;0
10334001;0
10334105;0
10334210;0
10334334;0
10334436;0
10334509;0
20334633;0
20334743;0
10334802;0
10334904;0
10335003;0
10335108;0
10335256;0
10335336;0
10335410;0
10335503;0
10335604;0
10335708;0
10335811;0
10335905;0
10336010;0
10336136;0
10336234;0
10336309;0
10336407;0
10336557;0
10336603;0
10336704;0
10336808;0
10336911;0
10337005;0
10337110;0
10337236;0
10337334;0
10337409;0
10337507;0
10337657;0
10337701;0
10337801;0
10337902;100
10338003;28
10338104;46
10338208;100
10338311;0
10338405;0
10338510;0
10338636;0
10338734;47
10338809;0
10338907;0
10339057;0
10339102;41
10339203;28
10339304;41
10339408;41
10339511;0
10339605;0
10339710;0
10339836;0
10339934;41
10340009;0
10340107;0
10340257;0
10340307;0
10340457;0
10340502;0
10340603;0
10340704;0
10340808;0
10340905;0
10341044;0
10341134;0
10341209;0
10341310;0
10341436;0
10341502;0
10341603;0
10341704;0
10341808;0
10341905;0
10342044;0
10342134;0
10342209;0
10342309;0
10342410;0
10342536;0
10342601;0
10342703;0
10342804;0
10342908;0
10343005;0
10343144;0
10343234;0
10343309;0
10343410;0
10343536;0
10343601;0
10343703;0
10343804;0
10343908;0
10344005;0
10344144;0
10344234;0
10344309;0
10344410;0
10344536;0
10344601;0
10344703;0
10344808;0
10344956;0
10345036;0
10345110;0
10345202;0
10345304;0
10345403;0
10345508;0
10345656;0
10345736;0
10345810;0
11345940;0
11346001;0
11346102;0
11346208;0
11346340;49
11346401;0
11346502;2
11346608;10
11346740;7
11346801;12
11346902;3
11347008;13
11347946;0
11348046;0
11348146;0
11348246;0
11348302;0
11348401;0
11348508;0
11349608;0
11349208;0
11349340;0
11349401;0
11349502;0
11352940;1
22352679;69
22352779;46
11353002;0
11353101;0
11353208;0
11353340;0
11353402;3
11353501;0
11353608;0
11353740;0
11353801;0
11353908;0
11354002;0
11354140;0
11354201;0
11354308;0
11354402;0
11356940;10
11357001;19
11357102;0
11357208;32
11357340;0
11357402;0
11357501;0
11357608;0
11357740;0
11357802;0
11357901;0
11358008;0
15359001;0
15359110;0
15359205;0
19359403;0
19359504;0
19359601;0
19359702;0
20359802;0
20359901;0
20360008;0
20360104;0
10360301;39
10360202;46
11360446;6
11360540;2
11360601;0
11360702;0
11360808;0
11360946;0
11361040;0
11361101;0
11361202;0
11361308;0
11361446;0
11361540;0
11361601;0
11361702;0
